2025-07-25 01:22:03,402  INFO     [etl.mapping:95]  ⚙️  Loaded mapping settings: MappingSettings(default_schema='GNG', default_dataset_pattern='Underlag_{authority}', default_fc_pattern='{authority}_{source_name}', validate_datasets=True, create_missing_datasets=True, skip_unmappable_sources=False)
2025-07-25 01:22:03,402  INFO     [etl.mapping:117]  ✅ Loaded 1 mappings from config\mappings.yaml
2025-07-25 01:22:03,594  INFO     [etl.utils.http:110]      Derived filename by unquoting URL basename ('https://www.forsvarsmakten.se/siteassets/2-om-forsvarsmakten/samhallsplanering/geodata/rikstackande-geodata-forsvarsmakten.zip'): rikstackande-geodata-forsvarsmakten.zip
2025-07-25 01:22:03,597  DEBUG    [etl.handlers.file:247]  Attempting to download: https://www.forsvarsmakten.se/siteassets/2-om-forsvarsmakten/samhallsplanering/geodata/rikstackande-geodata-forsvarsmakten.zip 
    -> to local file: forsvarsmakten_-_rikstackande_geodata.zip 
    -> staging dir: data\staging\FM\forsvarsmakten_-_rikstackande_geodata
2025-07-25 01:22:03,606  DEBUG    [urllib3.connectionpool:1049]  Starting new HTTPS connection (1): www.forsvarsmakten.se:443
2025-07-25 01:22:03,679  DEBUG    [urllib3.connectionpool:544]  https://www.forsvarsmakten.se:443 "HEAD /siteassets/2-om-forsvarsmakten/samhallsplanering/geodata/rikstackande-geodata-forsvarsmakten.zip HTTP/1.1" 403 0
2025-07-25 01:22:03,680  INFO     [etl.utils.io:46]  ⬇ forsvarsmakten_-_rikstackande_geodata.zip
2025-07-25 01:22:03,682  DEBUG    [urllib3.connectionpool:1049]  Starting new HTTPS connection (1): www.forsvarsmakten.se:443
2025-07-25 01:22:03,754  DEBUG    [urllib3.connectionpool:544]  https://www.forsvarsmakten.se:443 "GET /siteassets/2-om-forsvarsmakten/samhallsplanering/geodata/rikstackande-geodata-forsvarsmakten.zip HTTP/1.1" 200 1331177
2025-07-25 01:22:03,865  INFO     [etl.utils.io:82]  ✅ forsvarsmakten_-_rikstackande_geodata.zip
2025-07-25 01:22:03,866  INFO     [etl.handlers.file:278]  Determined staged_data_type: 'shapefile_collection' for downloaded file 'forsvarsmakten_-_rikstackande_geodata.zip'
2025-07-25 01:22:03,866  INFO     [etl.utils.io:88]  📦 Extracting forsvarsmakten_-_rikstackande_geodata.zip → C:\Git\ETL-pipeline\data\staging\FM\forsvarsmakten_-_rikstackande_geodata
2025-07-25 01:22:03,973  INFO     [etl.handlers.file:351]  ➕ Extracted and staged archive forsvarsmakten_-_rikstackande_geodata.zip to data\staging\FM\forsvarsmakten_-_rikstackande_geodata
2025-07-25 01:22:03,974  INFO     [pipeline:623]  🚚 Naturvårdsverket - Naturvårdsregistret
2025-07-25 01:22:03,974  INFO     [etl.handlers.file:82]  🔗 Multi-part download mode for 'Naturvårdsverket - Naturvårdsregistret' (19 archives from base URL 'https://geodata.naturvardsverket.se/nedladdning/naturvardsregistret/')…
2025-07-25 01:22:03,975  INFO     [etl.handlers.file:104]  🚀 Starting concurrent download of 19 files
2025-07-25 01:22:03,975  INFO     [etl.utils.concurrent:86]  Initialized ConcurrentDownloadManager with 4 workers
2025-07-25 01:22:03,975  ERROR    [etl.handlers.file:73]  ❌ Failed to fetch source 'Naturvårdsverket - Naturvårdsregistret': ConcurrentFileDownloader.download_files_concurrent() got an unexpected keyword argument 'max_workers'
2025-07-25 01:22:03,975  INFO     [etl.utils.recovery:158]  🔄 Attempting recovery from TypeError in download_source_Naturvårdsverket - Naturvårdsregistret: ConcurrentFileDownloader.download_files_concurrent() got an unexpected keyword argument 'max_workers'
2025-07-25 01:22:03,975  WARNING  [etl.utils.recovery:245]  ⏭️ Skipping failed operation: download_source_Naturvårdsverket - Naturvårdsregistret
2025-07-25 01:22:03,975  INFO     [etl.utils.recovery:214]  ✅ Recovery successful using skip strategy
2025-07-25 01:22:03,976  INFO     [pipeline:623]  ✅ Recovered from download error for Naturvårdsverket - Naturvårdsregistret
2025-07-25 01:22:03,976  INFO     [pipeline:623]  🚚 Miljöriskområde
2025-07-25 01:22:03,977  INFO     [etl.handlers.atom_feed:41]  🌐 Reading Atom feed for source 'Miljöriskområde' from URL: https://ext-dokument.lansstyrelsen.se/gemensamt/geodata/ATOM/ATOM_lst.LST_Miljoriskomrade.xml
2025-07-25 01:22:03,979  DEBUG    [urllib3.connectionpool:1049]  Starting new HTTPS connection (1): ext-dokument.lansstyrelsen.se:443
2025-07-25 01:22:04,136  DEBUG    [urllib3.connectionpool:544]  https://ext-dokument.lansstyrelsen.se:443 "HEAD /gemensamt/geodata/ATOM/ATOM_lst.LST_Miljoriskomrade.xml HTTP/1.1" 200 0
2025-07-25 01:22:04,137  INFO     [etl.utils.io:44]  ⬇ miljoriskomrade_feed.xml (1.0 KB)
2025-07-25 01:22:04,139  DEBUG    [urllib3.connectionpool:1049]  Starting new HTTPS connection (1): ext-dokument.lansstyrelsen.se:443
2025-07-25 01:22:04,249  DEBUG    [urllib3.connectionpool:544]  https://ext-dokument.lansstyrelsen.se:443 "GET /gemensamt/geodata/ATOM/ATOM_lst.LST_Miljoriskomrade.xml HTTP/1.1" 200 1034
2025-07-25 01:22:04,251  INFO     [etl.utils.io:82]  ✅ miljoriskomrade_feed.xml
2025-07-25 01:22:04,255  INFO     [etl.handlers.atom_feed:77]  Target staging directory for all content from Atom source 'Miljöriskområde': data\staging\LST\miljoriskomrade
2025-07-25 01:22:04,256  INFO     [etl.handlers.atom_feed:105]  Found linked resource in Atom feed for 'Miljöriskområde': https://ext-dokument.lansstyrelsen.se/gemensamt/geodata/ShapeExport/lst.LST_Miljoriskomrade.zip
2025-07-25 01:22:04,421  INFO     [etl.utils.http:110]      Derived filename by unquoting URL basename ('https://ext-dokument.lansstyrelsen.se/gemensamt/geodata/ShapeExport/lst.LST_Miljoriskomrade.zip'): lst.LST_Miljoriskomrade.zip
2025-07-25 01:22:04,421  INFO     [etl.handlers.atom_feed:157]  Attempting to download linked resource: https://ext-dokument.lansstyrelsen.se/gemensamt/geodata/ShapeExport/lst.LST_Miljoriskomrade.zip 
        -> to local file: lst_lst_miljoriskomrade.zip
2025-07-25 01:22:04,425  DEBUG    [urllib3.connectionpool:1049]  Starting new HTTPS connection (1): ext-dokument.lansstyrelsen.se:443
2025-07-25 01:22:04,538  DEBUG    [urllib3.connectionpool:544]  https://ext-dokument.lansstyrelsen.se:443 "HEAD /gemensamt/geodata/ShapeExport/lst.LST_Miljoriskomrade.zip HTTP/1.1" 200 0
2025-07-25 01:22:04,539  INFO     [etl.utils.io:44]  ⬇ lst_lst_miljoriskomrade.zip (74.2 KB)
2025-07-25 01:22:04,542  DEBUG    [urllib3.connectionpool:1049]  Starting new HTTPS connection (1): ext-dokument.lansstyrelsen.se:443
2025-07-25 01:22:04,667  DEBUG    [urllib3.connectionpool:544]  https://ext-dokument.lansstyrelsen.se:443 "GET /gemensamt/geodata/ShapeExport/lst.LST_Miljoriskomrade.zip HTTP/1.1" 200 75966
2025-07-25 01:22:04,708  INFO     [etl.utils.io:82]  ✅ lst_lst_miljoriskomrade.zip
2025-07-25 01:22:04,709  INFO     [etl.handlers.atom_feed:168]  Downloaded file 'lst_lst_miljoriskomrade.zip' is a ZIP archive. Extracting...
2025-07-25 01:22:04,709  INFO     [etl.utils.io:88]  📦 Extracting lst_lst_miljoriskomrade.zip → C:\Git\ETL-pipeline\data\staging\LST\miljoriskomrade
2025-07-25 01:22:04,725  INFO     [etl.handlers.atom_feed:173]  ➕ Extracted and staged archive lst_lst_miljoriskomrade.zip into data\staging\LST\miljoriskomrade
2025-07-25 01:22:04,725  INFO     [etl.handlers.atom_feed:180]  Source 'Miljöriskområde' expects a GPKG. Searching in extracted contents of lst_lst_miljoriskomrade.zip...
2025-07-25 01:22:04,727  INFO     [etl.handlers.atom_feed:197]  Renaming/moving extracted GPKG 'lst.LST_Miljoriskomrade.gpkg' to 'miljoriskomrade.gpkg'
2025-07-25 01:22:04,727  INFO     [etl.handlers.atom_feed:207]  ✅ Successfully staged GPKG 'miljoriskomrade.gpkg' for source 'Miljöriskområde'.
2025-07-25 01:22:04,728  INFO     [pipeline:623]  🚚 Vindkraftskollen: Vindkraftverk
2025-07-25 01:22:04,728  INFO     [etl.handlers.atom_feed:41]  🌐 Reading Atom feed for source 'Vindkraftskollen: Vindkraftverk' from URL: https://ext-dokument.lansstyrelsen.se/gemensamt/geodata/ATOM/ATOM_lst.vbk_vindkraftverk.xml
2025-07-25 01:22:04,730  DEBUG    [urllib3.connectionpool:1049]  Starting new HTTPS connection (1): ext-dokument.lansstyrelsen.se:443
2025-07-25 01:22:04,856  DEBUG    [urllib3.connectionpool:544]  https://ext-dokument.lansstyrelsen.se:443 "HEAD /gemensamt/geodata/ATOM/ATOM_lst.vbk_vindkraftverk.xml HTTP/1.1" 200 0
2025-07-25 01:22:04,857  INFO     [etl.utils.io:44]  ⬇ vindkraftskollen_vindkraftverk_feed.xml (1.0 KB)
2025-07-25 01:22:04,858  DEBUG    [urllib3.connectionpool:1049]  Starting new HTTPS connection (1): ext-dokument.lansstyrelsen.se:443
2025-07-25 01:22:04,951  DEBUG    [urllib3.connectionpool:544]  https://ext-dokument.lansstyrelsen.se:443 "GET /gemensamt/geodata/ATOM/ATOM_lst.vbk_vindkraftverk.xml HTTP/1.1" 200 1037
2025-07-25 01:22:04,952  INFO     [etl.utils.io:82]  ✅ vindkraftskollen_vindkraftverk_feed.xml
2025-07-25 01:22:04,954  INFO     [etl.handlers.atom_feed:77]  Target staging directory for all content from Atom source 'Vindkraftskollen: Vindkraftverk': data\staging\LST\vindkraftskollen_vindkraftverk
2025-07-25 01:22:04,954  INFO     [etl.handlers.atom_feed:105]  Found linked resource in Atom feed for 'Vindkraftskollen: Vindkraftverk': https://ext-dokument.lansstyrelsen.se/gemensamt/geodata/ShapeExport/lst.vbk_vindkraftverk.zip
2025-07-25 01:22:05,100  INFO     [etl.utils.http:110]      Derived filename by unquoting URL basename ('https://ext-dokument.lansstyrelsen.se/gemensamt/geodata/ShapeExport/lst.vbk_vindkraftverk.zip'): lst.vbk_vindkraftverk.zip
2025-07-25 01:22:05,102  INFO     [etl.handlers.atom_feed:157]  Attempting to download linked resource: https://ext-dokument.lansstyrelsen.se/gemensamt/geodata/ShapeExport/lst.vbk_vindkraftverk.zip 
        -> to local file: lst_vbk_vindkraftverk.zip
2025-07-25 01:22:05,105  DEBUG    [urllib3.connectionpool:1049]  Starting new HTTPS connection (1): ext-dokument.lansstyrelsen.se:443
2025-07-25 01:22:05,219  DEBUG    [urllib3.connectionpool:544]  https://ext-dokument.lansstyrelsen.se:443 "HEAD /gemensamt/geodata/ShapeExport/lst.vbk_vindkraftverk.zip HTTP/1.1" 200 0
2025-07-25 01:22:05,221  INFO     [etl.utils.io:44]  ⬇ lst_vbk_vindkraftverk.zip (4.1 MB)
2025-07-25 01:22:05,223  DEBUG    [urllib3.connectionpool:1049]  Starting new HTTPS connection (1): ext-dokument.lansstyrelsen.se:443
2025-07-25 01:22:05,361  DEBUG    [urllib3.connectionpool:544]  https://ext-dokument.lansstyrelsen.se:443 "GET /gemensamt/geodata/ShapeExport/lst.vbk_vindkraftverk.zip HTTP/1.1" 200 4321083
2025-07-25 01:22:06,356  INFO     [etl.utils.io:82]  ✅ lst_vbk_vindkraftverk.zip
2025-07-25 01:22:06,357  INFO     [etl.handlers.atom_feed:168]  Downloaded file 'lst_vbk_vindkraftverk.zip' is a ZIP archive. Extracting...
2025-07-25 01:22:06,357  INFO     [etl.utils.io:88]  📦 Extracting lst_vbk_vindkraftverk.zip → C:\Git\ETL-pipeline\data\staging\LST\vindkraftskollen_vindkraftverk
2025-07-25 01:22:06,499  INFO     [etl.handlers.atom_feed:173]  ➕ Extracted and staged archive lst_vbk_vindkraftverk.zip into data\staging\LST\vindkraftskollen_vindkraftverk
2025-07-25 01:22:06,499  INFO     [etl.handlers.atom_feed:180]  Source 'Vindkraftskollen: Vindkraftverk' expects a GPKG. Searching in extracted contents of lst_vbk_vindkraftverk.zip...
2025-07-25 01:22:06,500  INFO     [etl.handlers.atom_feed:197]  Renaming/moving extracted GPKG 'lst.vbk_vindkraftverk.gpkg' to 'vindkraftskollen_vindkraftverk.gpkg'
2025-07-25 01:22:06,501  INFO     [etl.handlers.atom_feed:207]  ✅ Successfully staged GPKG 'vindkraftskollen_vindkraftverk.gpkg' for source 'Vindkraftskollen: Vindkraftverk'.
2025-07-25 01:22:06,501  INFO     [pipeline:623]  🚚 Vindkraftskollen: Projekteringsområden
2025-07-25 01:22:06,502  INFO     [etl.handlers.atom_feed:41]  🌐 Reading Atom feed for source 'Vindkraftskollen: Projekteringsområden' from URL: https://ext-dokument.lansstyrelsen.se/gemensamt/geodata/ATOM/ATOM_lst.vbk_projekteringsomraden.xml
2025-07-25 01:22:06,503  DEBUG    [urllib3.connectionpool:1049]  Starting new HTTPS connection (1): ext-dokument.lansstyrelsen.se:443
2025-07-25 01:22:06,631  DEBUG    [urllib3.connectionpool:544]  https://ext-dokument.lansstyrelsen.se:443 "HEAD /gemensamt/geodata/ATOM/ATOM_lst.vbk_projekteringsomraden.xml HTTP/1.1" 200 0
2025-07-25 01:22:06,632  INFO     [etl.utils.io:44]  ⬇ vindkraftskollen_projekteringsomraden_feed.xml (1.0 KB)
2025-07-25 01:22:06,635  DEBUG    [urllib3.connectionpool:1049]  Starting new HTTPS connection (1): ext-dokument.lansstyrelsen.se:443
2025-07-25 01:22:06,752  DEBUG    [urllib3.connectionpool:544]  https://ext-dokument.lansstyrelsen.se:443 "GET /gemensamt/geodata/ATOM/ATOM_lst.vbk_projekteringsomraden.xml HTTP/1.1" 200 1049
2025-07-25 01:22:06,754  INFO     [etl.utils.io:82]  ✅ vindkraftskollen_projekteringsomraden_feed.xml
2025-07-25 01:22:06,757  INFO     [etl.handlers.atom_feed:77]  Target staging directory for all content from Atom source 'Vindkraftskollen: Projekteringsområden': data\staging\LST\vindkraftskollen_projekteringsomraden
2025-07-25 01:22:06,757  INFO     [etl.handlers.atom_feed:105]  Found linked resource in Atom feed for 'Vindkraftskollen: Projekteringsområden': https://ext-dokument.lansstyrelsen.se/gemensamt/geodata/ShapeExport/lst.vbk_projekteringsomraden.zip
2025-07-25 01:22:06,882  INFO     [etl.utils.http:110]      Derived filename by unquoting URL basename ('https://ext-dokument.lansstyrelsen.se/gemensamt/geodata/ShapeExport/lst.vbk_projekteringsomraden.zip'): lst.vbk_projekteringsomraden.zip
2025-07-25 01:22:06,882  INFO     [etl.handlers.atom_feed:157]  Attempting to download linked resource: https://ext-dokument.lansstyrelsen.se/gemensamt/geodata/ShapeExport/lst.vbk_projekteringsomraden.zip 
        -> to local file: lst_vbk_projekteringsomraden.zip
2025-07-25 01:22:06,884  DEBUG    [urllib3.connectionpool:1049]  Starting new HTTPS connection (1): ext-dokument.lansstyrelsen.se:443
2025-07-25 01:22:06,993  DEBUG    [urllib3.connectionpool:544]  https://ext-dokument.lansstyrelsen.se:443 "HEAD /gemensamt/geodata/ShapeExport/lst.vbk_projekteringsomraden.zip HTTP/1.1" 200 0
2025-07-25 01:22:06,993  INFO     [etl.utils.io:44]  ⬇ lst_vbk_projekteringsomraden.zip (4.5 MB)
2025-07-25 01:22:06,995  DEBUG    [urllib3.connectionpool:1049]  Starting new HTTPS connection (1): ext-dokument.lansstyrelsen.se:443
2025-07-25 01:22:07,113  DEBUG    [urllib3.connectionpool:544]  https://ext-dokument.lansstyrelsen.se:443 "GET /gemensamt/geodata/ShapeExport/lst.vbk_projekteringsomraden.zip HTTP/1.1" 200 4735498
2025-07-25 01:22:07,434  INFO     [etl.utils.io:82]  ✅ lst_vbk_projekteringsomraden.zip
2025-07-25 01:22:07,435  INFO     [etl.handlers.atom_feed:168]  Downloaded file 'lst_vbk_projekteringsomraden.zip' is a ZIP archive. Extracting...
2025-07-25 01:22:07,435  INFO     [etl.utils.io:88]  📦 Extracting lst_vbk_projekteringsomraden.zip → C:\Git\ETL-pipeline\data\staging\LST\vindkraftskollen_projekteringsomraden
2025-07-25 01:22:07,520  INFO     [etl.handlers.atom_feed:173]  ➕ Extracted and staged archive lst_vbk_projekteringsomraden.zip into data\staging\LST\vindkraftskollen_projekteringsomraden
2025-07-25 01:22:07,520  INFO     [etl.handlers.atom_feed:180]  Source 'Vindkraftskollen: Projekteringsområden' expects a GPKG. Searching in extracted contents of lst_vbk_projekteringsomraden.zip...
2025-07-25 01:22:07,522  INFO     [etl.handlers.atom_feed:197]  Renaming/moving extracted GPKG 'lst.vbk_projekteringsomraden.gpkg' to 'vindkraftskollen_projekteringsomraden.gpkg'
2025-07-25 01:22:07,523  INFO     [etl.handlers.atom_feed:207]  ✅ Successfully staged GPKG 'vindkraftskollen_projekteringsomraden.gpkg' for source 'Vindkraftskollen: Projekteringsområden'.
2025-07-25 01:22:07,524  INFO     [pipeline:623]  🚚 Potentiellt förorenade områden
2025-07-25 01:22:07,525  INFO     [etl.handlers.file:162]  🔗 Single resource download mode for 'Potentiellt förorenade områden' from URL: https://ext-dokument.lansstyrelsen.se/Gemensamt/Geodata/Datadistribution/SWEREF99TM/EBH_Potentiellt_fororenade_omraden.zip
2025-07-25 01:22:07,683  INFO     [etl.utils.http:110]      Derived filename by unquoting URL basename ('https://ext-dokument.lansstyrelsen.se/Gemensamt/Geodata/Datadistribution/SWEREF99TM/EBH_Potentiellt_fororenade_omraden.zip'): EBH_Potentiellt_fororenade_omraden.zip
2025-07-25 01:22:07,685  DEBUG    [etl.handlers.file:247]  Attempting to download: https://ext-dokument.lansstyrelsen.se/Gemensamt/Geodata/Datadistribution/SWEREF99TM/EBH_Potentiellt_fororenade_omraden.zip 
    -> to local file: potentiellt_fororenade_omraden.zip 
    -> staging dir: data\staging\LST\potentiellt_fororenade_omraden
2025-07-25 01:22:07,689  DEBUG    [urllib3.connectionpool:1049]  Starting new HTTPS connection (1): ext-dokument.lansstyrelsen.se:443
2025-07-25 01:22:07,808  DEBUG    [urllib3.connectionpool:544]  https://ext-dokument.lansstyrelsen.se:443 "HEAD /Gemensamt/Geodata/Datadistribution/SWEREF99TM/EBH_Potentiellt_fororenade_omraden.zip HTTP/1.1" 200 0
2025-07-25 01:22:07,809  INFO     [etl.utils.io:44]  ⬇ potentiellt_fororenade_omraden.zip (5.0 MB)
2025-07-25 01:22:07,810  DEBUG    [urllib3.connectionpool:1049]  Starting new HTTPS connection (1): ext-dokument.lansstyrelsen.se:443
2025-07-25 01:22:07,907  DEBUG    [urllib3.connectionpool:544]  https://ext-dokument.lansstyrelsen.se:443 "GET /Gemensamt/Geodata/Datadistribution/SWEREF99TM/EBH_Potentiellt_fororenade_omraden.zip HTTP/1.1" 200 5250357
2025-07-25 01:22:08,659  INFO     [etl.utils.io:82]  ✅ potentiellt_fororenade_omraden.zip
2025-07-25 01:22:08,660  INFO     [etl.handlers.file:278]  Determined staged_data_type: 'shapefile_collection' for downloaded file 'potentiellt_fororenade_omraden.zip'
2025-07-25 01:22:08,660  INFO     [etl.utils.io:88]  📦 Extracting potentiellt_fororenade_omraden.zip → C:\Git\ETL-pipeline\data\staging\LST\potentiellt_fororenade_omraden
2025-07-25 01:22:08,915  INFO     [etl.handlers.file:351]  ➕ Extracted and staged archive potentiellt_fororenade_omraden.zip to data\staging\LST\potentiellt_fororenade_omraden
2025-07-25 01:22:08,915  INFO     [pipeline:623]  🚚 Riksintressen
2025-07-25 01:22:08,916  INFO     [etl.handlers.rest_api:68]  🚀 Initializing RestApiDownloadHandler for source: Riksintressen
2025-07-25 01:22:08,916  INFO     [etl.handlers.rest_api:321]  🌐 Processing REST API source: 'Riksintressen' from URL: https://ext-geodata-nationella.lansstyrelsen.se/arcgis/rest/services/LST/lst_lst_riksintressen_4/MapServer
2025-07-25 01:22:08,918  DEBUG    [urllib3.connectionpool:1049]  Starting new HTTPS connection (1): ext-geodata-nationella.lansstyrelsen.se:443
2025-07-25 01:22:09,048  DEBUG    [urllib3.connectionpool:544]  https://ext-geodata-nationella.lansstyrelsen.se:443 "GET /arcgis/rest/services/LST/lst_lst_riksintressen_4/MapServer?f=json HTTP/1.1" 200 1106
2025-07-25 01:22:09,049  INFO     [etl.handlers.rest_api:346]  Found explicit layer_ids in config: [0] for source 'Riksintressen'. Processing only these.
2025-07-25 01:22:09,050  INFO     [etl.handlers.rest_api:427]  Source 'Riksintressen': Will attempt to query 1 layer(s): ['0']
2025-07-25 01:22:09,050  INFO     [etl.handlers.rest_api:659]  🚚 lst_riksintresse_rorligt_friluftsliv_mb4kap_1plus2
2025-07-25 01:22:09,050  DEBUG    [etl.handlers.rest_api:660]  Querying Layer ID: 0 (Sanitized Name: lst_riksintresse_rorligt_friluftsliv_mb4kap_1plus2, Original: LST_Riksintresse_Rorligt_Friluftsliv_MB4kap_1plus2) from https://ext-geodata-nationella.lansstyrelsen.se/arcgis/rest/services/LST/lst_lst_riksintressen_4/MapServer/0/query
2025-07-25 01:22:09,050  DEBUG    [etl.handlers.rest_api:530]  maxRecordCount not found in layer metadata, using default: 5000
2025-07-25 01:22:09,050  DEBUG    [etl.handlers.rest_api:199]  Applying BBOX: 586206,6551160,647910,6610992 (SRID: 3006)
2025-07-25 01:22:09,051  DEBUG    [etl.handlers.rest_api:565]  Fetching page 1 for layer lst_riksintresse_rorligt_friluftsliv_mb4kap_1plus2 (offset 0, limit 5000)
2025-07-25 01:22:09,179  DEBUG    [urllib3.connectionpool:544]  https://ext-geodata-nationella.lansstyrelsen.se:443 "GET /arcgis/rest/services/LST/lst_lst_riksintressen_4/MapServer/0/query?where=1%3D1&outFields=%2A&returnGeometry=true&f=geojson&geometry=586206%2C6551160%2C647910%2C6610992&geometryType=esriGeometryEnvelope&inSR=3006&spatialRel=esriSpatialRelIntersects&resultOffset=0&resultRecordCount=5000 HTTP/1.1" 200 None
2025-07-25 01:22:09,290  DEBUG    [etl.handlers.rest_api:279]  🏁 All features likely retrieved for layer lst_riksintresse_rorligt_friluftsliv_mb4kap_1plus2 (less than page limit or server maxRecordCount is 0).
2025-07-25 01:22:09,361  INFO     [etl.handlers.rest_api:298]  ✅ lst_riksintresse_rorligt_friluftsliv_mb4kap_1plus2: 6 features
2025-07-25 01:22:09,361  DEBUG    [etl.handlers.rest_api:299]  💾 Successfully saved 6 features for layer lst_riksintresse_rorligt_friluftsliv_mb4kap_1plus2 to C:\Git\ETL-pipeline\data\staging\LST\riksintressen\lst_riksintresse_rorligt_friluftsliv_mb4kap_1plus2.geojson
2025-07-25 01:22:09,362  INFO     [pipeline:623]  🚚 Riksintressen - Vindbruk
2025-07-25 01:22:09,362  INFO     [etl.handlers.rest_api:68]  🚀 Initializing RestApiDownloadHandler for source: Riksintressen - Vindbruk
2025-07-25 01:22:09,362  INFO     [etl.handlers.rest_api:321]  🌐 Processing REST API source: 'Riksintressen - Vindbruk' from URL: https://ext-geodata-nationella.lansstyrelsen.se/arcgis/rest/services/LST/lst_lst_riksintressen_vindbruk_4/MapServer
2025-07-25 01:22:09,386  DEBUG    [urllib3.connectionpool:544]  https://ext-geodata-nationella.lansstyrelsen.se:443 "GET /arcgis/rest/services/LST/lst_lst_riksintressen_vindbruk_4/MapServer?f=json HTTP/1.1" 200 123
2025-07-25 01:22:09,386  WARNING  [etl.handlers.rest_api:419]  ⚠️ No layers identified or specified to query for source 'Riksintressen - Vindbruk'. Check service metadata and `layer_ids` config.
2025-07-25 01:22:09,388  INFO     [pipeline:623]  🚚 LstD Föreskrifter
2025-07-25 01:22:09,388  INFO     [etl.handlers.rest_api:68]  🚀 Initializing RestApiDownloadHandler for source: LstD Föreskrifter
2025-07-25 01:22:09,389  INFO     [etl.handlers.rest_api:321]  🌐 Processing REST API source: 'LstD Föreskrifter' from URL: https://ext-geodata-lokala-visning.lansstyrelsen.se/arcgis/rest/services/LSTD/LstD_Foreskrifter_EXT/MapServer
2025-07-25 01:22:09,390  DEBUG    [urllib3.connectionpool:1049]  Starting new HTTPS connection (1): ext-geodata-lokala-visning.lansstyrelsen.se:443
2025-07-25 01:22:09,567  DEBUG    [urllib3.connectionpool:544]  https://ext-geodata-lokala-visning.lansstyrelsen.se:443 "GET /arcgis/rest/services/LSTD/LstD_Foreskrifter_EXT/MapServer?f=json HTTP/1.1" 200 None
2025-07-25 01:22:09,568  INFO     [etl.handlers.rest_api:380]  No explicit layer_ids in config for source 'LstD Föreskrifter'. Discovering all layers from service metadata.
2025-07-25 01:22:09,569  INFO     [etl.handlers.rest_api:427]  Source 'LstD Föreskrifter': Will attempt to query 1 layer(s): ['0']
2025-07-25 01:22:09,569  INFO     [etl.handlers.rest_api:659]  🚚 lstd_sjotrafikforeskrifter
2025-07-25 01:22:09,569  DEBUG    [etl.handlers.rest_api:660]  Querying Layer ID: 0 (Sanitized Name: lstd_sjotrafikforeskrifter, Original: LstD Sjötrafikföreskrifter) from https://ext-geodata-lokala-visning.lansstyrelsen.se/arcgis/rest/services/LSTD/LstD_Foreskrifter_EXT/MapServer/0/query
2025-07-25 01:22:09,569  DEBUG    [etl.handlers.rest_api:530]  maxRecordCount not found in layer metadata, using default: 5000
2025-07-25 01:22:09,569  DEBUG    [etl.handlers.rest_api:199]  Applying BBOX: 586206,6551160,647910,6610992 (SRID: 3006)
2025-07-25 01:22:09,571  DEBUG    [etl.handlers.rest_api:565]  Fetching page 1 for layer lstd_sjotrafikforeskrifter (offset 0, limit 5000)
